Company Name,Sectors,Market Cap,Ticker,Description,Formatted Description
HUMANA,Healthcare Providers & Services,34028071644.0,HUM,"Humana Inc. provides Humana insurance services and CenterWell health care services. The Company's segments include Insurance and CenterWell. The Insurance segment consists of Medicare benefits, marketed to individuals or directly via group Medicare accounts, as well as its contract with CMS to administer the Limited Income Newly Eligible Transition (LI-NET) prescription drug plan program and contracts with various states to provide Medicaid, dual eligible demonstration, and Long-Term Support Services benefits. This segment also includes products consisting of employer group commercial fully-insured medical and specialty health insurance benefits marketed to individuals and employer groups. The CenterWell segment includes its pharmacy, primary care, and home solutions operations. The segment also includes its strategic partnerships with WCAS to develop and operate senior-focused, payor-agnostic, primary care centers, as well as its minority ownership interest in hospice operations.","#### 📌 **HUMANA**
- provides Humana insurance services and CenterWell health care services
- The Company's segments include Insurance and CenterWell
- The Insurance segment consists of Medicare benefits, marketed to individuals or directly via group Medicare accounts, as well as its contract with CMS to administer the Limited Income Newly Eligible Transition (LI-NET) prescription drug plan program and contracts with various states to provide Medicaid, dual eligible demonstration, and Long-Term Support Services benefits
- This segment also includes products consisting of employer group commercial fully-insured medical and specialty health insurance benefits marketed to individuals and employer groups
- The CenterWell segment includes its pharmacy, primary care, and home solutions operations
- The segment also includes its strategic partnerships with WCAS to develop and operate senior-focused, payor-agnostic, primary care centers, as well as its minority ownership interest in hospice operations"
INSULET,Healthcare Equipment & Supplies,17994040000.0,PODD,"Insulet Corporation is a medical device company. It is primarily engaged in the development, manufacture and sale of its continuous insulin delivery systems for people with insulin-dependent diabetes. The Omnipod System includes the Omnipod 5 Automated Insulin Delivery System (Omnipod 5), the Omnipod DASH Insulin Management System, the Omnipod Insulin Management System, and Omnipod GO. It also produces pods for Amgen for use in the Neulasta Onpro kit, a delivery system for Amgen's Neulasta. The Omnipod platform offers continuous insulin delivery that provides various benefits of insulin pump therapy in a way without the need for external tubing required with conventional pumps. The small, lightweight, self-adhesive disposable tubeless Omnipod device (Pod), can be worn in multiple locations, including the abdomen, hip, back of upper arm, upper thigh, or lower back, and delivers insulin into the body through a small flexible tube. Omnipod 5 includes an AID algorithm embedded in the Pod.","#### 📌 **INSULET**
- Insulet Corporation is a medical device company
- It is primarily engaged in the development, manufacture and sale of its continuous insulin delivery systems for people with insulin-dependent diabetes
- The Omnipod System includes the Omnipod 5 Automated Insulin Delivery System (Omnipod 5), the Omnipod DASH Insulin Management System, the Omnipod Insulin Management System, and Omnipod GO
- It also produces pods for Amgen for use in the Neulasta Onpro kit, a delivery system for Amgen's Neulasta
- The Omnipod platform offers continuous insulin delivery that provides various benefits of insulin pump therapy in a way without the need for external tubing required with conventional pumps
- The small, lightweight, self-adhesive disposable tubeless Omnipod device (Pod), can be worn in multiple locations, including the abdomen, hip, back of upper arm, upper thigh, or lower back, and delivers insulin into the body through a small flexible tube
- Omnipod 5 includes an AID algorithm embedded in the Pod"
JABIL,Electronic Equipment & Parts,13284400000.0,JBL,"Jabil Inc. provides comprehensive engineering, manufacturing, and supply chain solutions. The Company provides comprehensive electronics design, production, and product management services to companies in various industries and end markets. The Companys Regulated Industries segment is focused on regulated markets and includes revenues from customers primarily in the automotive and transportation, healthcare and packaging, and renewable energy infrastructure industries. Its Intelligent Infrastructure segment is focused on the modern digital ecosystem including artificial intelligence (AI) infrastructure and includes revenues from customers primarily in the capital equipment, cloud and data center infrastructure, and networking and communications industries. Its Connected Living and Digital Commerce segment is focused on digitalization and automation, including warehouse automation and robotics. The Company is also engaged in drug development and manufacturing solutions.","#### 📌 **JABIL**
- provides comprehensive engineering, manufacturing, and supply chain solutions
- The Company provides comprehensive electronics design, production, and product management services to companies in various industries and end markets
- The Companys Regulated Industries segment is focused on regulated markets and includes revenues from customers primarily in the automotive and transportation, healthcare and packaging, and renewable energy infrastructure industries
- Its Intelligent Infrastructure segment is focused on the modern digital ecosystem including artificial intelligence (AI) infrastructure and includes revenues from customers primarily in the capital equipment, cloud and data center infrastructure, and networking and communications industries
- Its Connected Living and Digital Commerce segment is focused on digitalization and automation, including warehouse automation and robotics
- The Company is also engaged in drug development and manufacturing solutions"
KELLANOVA,Food & Tobacco,28200686871.0,K,"Kellanova is engaged in manufacturing and marketing of snacks and convenience foods. The Companys segments include North America, Europe, Latin America, and AMEA (Asia Middle East Africa). Its principal products are snacks, such as crackers, savory snacks, toaster pastries, cereal bars, granola bars and bites, and convenience foods, such as, ready-to-eat cereals, frozen waffles, veggie foods and noodles. Its snacks brands are marketed under brands such as Kellogg's, Cheez-It, Pringles, Austin, Parati, and RXBAR. Its frozen foods are marketed under the Eggo and Morningstar Farms brands. It also markets crackers, crisps, and other convenience foods, under brands such as Kelloggs, Cheez-It, Pringles, and Austin, to supermarkets in the United States through a variety of distribution methods. Its brand names include Kelloggs Corn Flake Crumbs, Choco Krispis, Crunchy Nut, Kashi, Nutri-Grain, Special K, Squares, Zucaritas, Rice Krispies Treats, and Sucrilhos for cereal bars.","#### 📌 **KELLANOVA**
- Kellanova is engaged in manufacturing and marketing of snacks and convenience foods
- The Companys segments include North America, Europe, Latin America, and AMEA (Asia Middle East Africa)
- Its principal products are snacks, such as crackers, savory snacks, toaster pastries, cereal bars, granola bars and bites, and convenience foods, such as, ready-to-eat cereals, frozen waffles, veggie foods and noodles
- Its snacks brands are marketed under brands such as Kellogg's, Cheez-It, Pringles, Austin, Parati, and RXBAR
- Its frozen foods are marketed under the Eggo and Morningstar Farms brands
- It also markets crackers, crisps, and other convenience foods, under brands such as Kelloggs, Cheez-It, Pringles, and Austin, to supermarkets in the United States through a variety of distribution methods
- Its brand names include Kelloggs Corn Flake Crumbs, Choco Krispis, Crunchy Nut, Kashi, Nutri-Grain, Special K, Squares, Zucaritas, Rice Krispies Treats, and Sucrilhos for cereal bars"
MARATHON PETROLEUM,Oil & Gas,36907124958.0,MPC,"Marathon Petroleum Corporation is an integrated, downstream energy company. The Companys segments include Refining & Marketing, Midstream and Renewable Diesel. The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent and West Coast regions of the United States. It sells refined products to wholesale marketing customers domestically and internationally, to buyers on the spot market, and to independent entrepreneurs who operate primarily Marathon branded outlets. The Midstream segment gathers, transports, stores and distributes crude oil, refined products, including renewable diesel, and other hydrocarbon-based products, principally for the Refining & Marketing segment via refining logistics assets, pipelines, terminals, and others. The Renewable Diesel segment processes renewable feedstocks into renewable diesel, markets renewable diesel and distributes renewable products through its Midstream segment and third parties.","#### 📌 **MARATHON PETROLEUM**
- Marathon Petroleum Corporation is an integrated, downstream energy company
- The Companys segments include Refining & Marketing, Midstream and Renewable Diesel
- The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent and West Coast regions of the United States
- It sells refined products to wholesale marketing customers domestically and internationally, to buyers on the spot market, and to independent entrepreneurs who operate primarily Marathon branded outlets
- The Midstream segment gathers, transports, stores and distributes crude oil, refined products, including renewable diesel, and other hydrocarbon-based products, principally for the Refining & Marketing segment via refining logistics assets, pipelines, terminals, and others
- The Renewable Diesel segment processes renewable feedstocks into renewable diesel, markets renewable diesel and distributes renewable products through its Midstream segment and third parties"
MASIMO,Healthcare Equipment & Supplies,7838349013.0,MASI,"Masimo Corporation is a global technology company that develops and produces a range of monitoring technologies, including measurements, sensors, patient monitors, and automation and connectivity solutions. The Company's segments include Healthcare and Non-healthcare. Its Healthcare segment develops, manufactures and markets a variety of noninvasive patient monitoring technologies, hospital automation and connectivity solutions, remote monitoring devices and consumer health products. The Company's measurement technologies include Measure-through Motion and Low Perfusion pulse oximetry and advanced rainbow Pulse CO-Oximetry parameters. The Company's Non-healthcare business develops, manufactures, markets, sells home sound integration technologies and accessories, along with licensing complete high performance in-vehicle audio systems under consumer brands, such as Bowers & Wilkins, Denon, Marantz, HEOS, Classe, Polk Audio, Boston Acoustics, and Definitive Technology.","#### 📌 **MASIMO**
- Masimo Corporation is a global technology company that develops and produces a range of monitoring technologies, including measurements, sensors, patient monitors, and automation and connectivity solutions
- The Company's segments include Healthcare and Non-healthcare
- Its Healthcare segment develops, manufactures and markets a variety of noninvasive patient monitoring technologies, hospital automation and connectivity solutions, remote monitoring devices and consumer health products
- The Company's measurement technologies include Measure-through Motion and Low Perfusion pulse oximetry and advanced rainbow Pulse CO-Oximetry parameters
- The Company's Non-healthcare business develops, manufactures, markets, sells home sound integration technologies and accessories, along with licensing complete high performance in-vehicle audio systems under consumer brands, such as Bowers & Wilkins, Denon, Marantz, HEOS, Classe, Polk Audio, Boston Acoustics, and Definitive Technology"
MCKESSON,Pharmaceuticals,81796781488.0,MCK,"McKesson Corporation is a provider of diversified healthcare services. It is engaged in advancing health outcomes for patients everywhere. Its U.S. Pharmaceutical segment distributes branded, generic, specialty, biosimilar, and over the counter (OTC) pharmaceutical drugs and other healthcare-related products in the United States. Its Prescription Technology Solutions segment helps solve medication access, affordability, and adherence challenges for patients by working across healthcare to connect patients, pharmacies, providers, pharmacy benefit managers, health plans, and biopharma companies. Its Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers, including physician offices, surgery centers, nursing homes, hospital reference labs, and home healthcare agencies. Its International segment includes its operations in Norway, which provides distribution and services to wholesale and retail customers.","#### 📌 **MCKESSON**
- McKesson Corporation is a provider of diversified healthcare services
- It is engaged in advancing health outcomes for patients everywhere
- Pharmaceutical segment distributes branded, generic, specialty, biosimilar, and over the counter (OTC) pharmaceutical drugs and other healthcare-related products in the United States
- Its Prescription Technology Solutions segment helps solve medication access, affordability, and adherence challenges for patients by working across healthcare to connect patients, pharmacies, providers, pharmacy benefit managers, health plans, and biopharma companies
- Its Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers, including physician offices, surgery centers, nursing homes, hospital reference labs, and home healthcare agencies
- Its International segment includes its operations in Norway, which provides distribution and services to wholesale and retail customers"
NETAPP,"Computers, Phones & Household Electronics",15676930000.0,NTAP,"NetApp, Inc. is an intelligent data infrastructure company. The Company combines unified data storage, integrated data services, and CloudOps solutions to make data infrastructure intelligent. Its segments include Hybrid Cloud and Public Cloud. Its Hybrid Cloud segment offers a unified data storage portfolio of storage management and infrastructure solutions that help customers modernize their data centers. Its Hybrid Cloud portfolio supports structured and unstructured data with unified storage optimized for flash, disk, and cloud storage to handle data-intensive workloads and applications. Hybrid Cloud includes software, hardware, and related support, as well as professional and other services. Its Public Cloud segment offers a portfolio of products delivered primarily as-a-service, including related support. This portfolio includes cloud storage and CloudOps services. These services are available on the public clouds, including Amazon AWS, Microsoft Azure, and Google Cloud Platform.","#### 📌 **NETAPP**
- NetApp, Inc
- is an intelligent data infrastructure company
- The Company combines unified data storage, integrated data services, and CloudOps solutions to make data infrastructure intelligent
- Its segments include Hybrid Cloud and Public Cloud
- Its Hybrid Cloud segment offers a unified data storage portfolio of storage management and infrastructure solutions that help customers modernize their data centers
- Its Hybrid Cloud portfolio supports structured and unstructured data with unified storage optimized for flash, disk, and cloud storage to handle data-intensive workloads and applications
- Hybrid Cloud includes software, hardware, and related support, as well as professional and other services
- Its Public Cloud segment offers a portfolio of products delivered primarily as-a-service, including related support
- This portfolio includes cloud storage and CloudOps services
- These services are available on the public clouds, including Amazon AWS, Microsoft Azure, and Google Cloud Platform"
NEWMONT,Metals & Mining,50568770000.0,NEM,"Newmont Corporation is a gold producer with operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, Papua New Guinea, Ecuador, Fiji and Ghana. Its operations include Brucejack, Red Chris, Penasquito, Merian, Cerro Negro, Yanacocha, Boddington, Tanami, Cadia, Lihir, Ahafo, and NGM. Brucejack operation includes four mining leases and six core mineral claims which cover 8,169 acres (3,306 hectares) and 337 mineral claims covering 298,795 acres (120,918 hectares). Red Chris operation includes five mining leases which cover 12,703 acres (5,141 hectares) and 199 mineral claims, encompassing an area of 164,903 acres (66,734 hectares). Penasquito includes 20 mining concessions for operations comprising 113,231 acres (45,823 hectares) and 60 mining concessions for exploration of 107,456 acres (43,486 hectares). Merian operation includes one right of exploitation encompassing an area of 41,687 acres (16,870 hectares).","#### 📌 **NEWMONT**
- Newmont Corporation is a gold producer with operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, Papua New Guinea, Ecuador, Fiji and Ghana
- Its operations include Brucejack, Red Chris, Penasquito, Merian, Cerro Negro, Yanacocha, Boddington, Tanami, Cadia, Lihir, Ahafo, and NGM
- Brucejack operation includes four mining leases and six core mineral claims which cover 8,169 acres (3,306 hectares) and 337 mineral claims covering 298,795 acres (120,918 hectares)
- Red Chris operation includes five mining leases which cover 12,703 acres (5,141 hectares) and 199 mineral claims, encompassing an area of 164,903 acres (66,734 hectares)
- Penasquito includes 20 mining concessions for operations comprising 113,231 acres (45,823 hectares) and 60 mining concessions for exploration of 107,456 acres (43,486 hectares)
- Merian operation includes one right of exploitation encompassing an area of 41,687 acres (16,870 hectares)"
NVIDIA,Semiconductors & Semiconductor Equipment,2349720000000.0,NVDA,"NVIDIA Corporation is a full-stack computing infrastructure company. The Company is engaged in accelerated computing to help solve the challenging computational problems. The Companys segments include Compute & Networking and Graphics. The Compute & Networking segment includes its Data Center accelerated computing platforms and artificial intelligence (AI) solutions and software; networking; automotive platforms and autonomous and electric vehicle solutions; Jetson for robotics and other embedded platforms, and DGX Cloud computing services. The Graphics segment includes GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; virtual GPU software for cloud-based visual and virtual computing; automotive platforms for infotainment systems, and Omniverse Enterprise software for building and operating three-dimensional Internet applications.","#### 📌 **NVIDIA**
- NVIDIA Corporation is a full-stack computing infrastructure company
- The Company is engaged in accelerated computing to help solve the challenging computational problems
- The Companys segments include Compute & Networking and Graphics
- The Compute & Networking segment includes its Data Center accelerated computing platforms and artificial intelligence (AI) solutions and software; networking; automotive platforms and autonomous and electric vehicle solutions; Jetson for robotics and other embedded platforms, and DGX Cloud computing services
- The Graphics segment includes GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; virtual GPU software for cloud-based visual and virtual computing; automotive platforms for infotainment systems, and Omniverse Enterprise software for building and operating three-dimensional Internet applications"
O'REILLY AUTOMOTIVE,Specialty Retailers,75282718752.0,ORLY,"OReilly Automotive, Inc. is a specialty retailer of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States (U.S.), selling its products to both do-it-yourself (DIY) and professional service provider customers. Its stores carry various product lines, including new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, appearance products, engine additives, filters, fluids, lighting, oil, and wiper blades and accessories, such as floor mats, seat covers, and truck accessories. Its stores offer services and programs, including battery diagnostic testing; battery, wiper, and bulb replacement; a loaner tool program; custom hydraulic hoses, drum and rotor resurfacing, electrical and module testing, used oil, oil filter, and battery recycling; and others.","#### 📌 **O'REILLY AUTOMOTIVE**
- OReilly Automotive, Inc
- is a specialty retailer of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States (U.S.), selling its products to both do-it-yourself (DIY) and professional service provider customers
- Its stores carry various product lines, including new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, appearance products, engine additives, filters, fluids, lighting, oil, and wiper blades and accessories, such as floor mats, seat covers, and truck accessories
- Its stores offer services and programs, including battery diagnostic testing; battery, wiper, and bulb replacement; a loaner tool program; custom hydraulic hoses, drum and rotor resurfacing, electrical and module testing, used oil, oil filter, and battery recycling; and others"
ON HOLDING,Textiles & Apparel,12607095093.0,ONON,"On Holding AG is a Switzerland-based company active in athletic sports accesories industry. The Company provides footwear and sports apparel and is engaged in developing and distributing performance sports products, through independent retailers and global distributors. The Company sells its products trough the internet and its own stores.","#### 📌 **ON HOLDING**
- On Holding AG is a Switzerland-based company active in athletic sports accesories industry
- The Company provides footwear and sports apparel and is engaged in developing and distributing performance sports products, through independent retailers and global distributors
- The Company sells its products trough the internet and its own stores"
OXFORD INDUSTRIES,Textiles & Apparel,684538315.0,OXM,"Oxford Industries, Inc. operates in the apparel industry, which owns, and markets the Tommy Bahama, Lilly Pulitzer, Johnny Was, Southern Tide, The Beaufort Bonnet Company, Duck Head and Jack Rogers lifestyle brands. It distributes its products through its direct-to-consumer channels, consisting of its brand specific full-price retail stores, e-commerce Websites and outlet stores, and its wholesale distribution channel, which includes sales to various specialty stores, signature stores, department stores, multi-branded e-commerce Websites and other retailers. Additionally, it operates Tommy Bahama food and beverage locations, including Marlin Bars and full-service restaurants, generally adjacent to a Tommy Bahama full-price retail store. Tommy Bahama designs, sources, markets, and distributes mens and womens sportswear and related products. Lilly Pulitzer designs, sources, markets, and distributes upscale collections of womens and girls' dresses, sportswear, and related products.","#### 📌 **OXFORD INDUSTRIES**
- Oxford Industries, Inc
- operates in the apparel industry, which owns, and markets the Tommy Bahama, Lilly Pulitzer, Johnny Was, Southern Tide, The Beaufort Bonnet Company, Duck Head and Jack Rogers lifestyle brands
- It distributes its products through its direct-to-consumer channels, consisting of its brand specific full-price retail stores, e-commerce Websites and outlet stores, and its wholesale distribution channel, which includes sales to various specialty stores, signature stores, department stores, multi-branded e-commerce Websites and other retailers
- Additionally, it operates Tommy Bahama food and beverage locations, including Marlin Bars and full-service restaurants, generally adjacent to a Tommy Bahama full-price retail store
- Tommy Bahama designs, sources, markets, and distributes mens and womens sportswear and related products
- Lilly Pulitzer designs, sources, markets, and distributes upscale collections of womens and girls' dresses, sportswear, and related products"
PELOTON INTERACTIVE,Leisure Products,1949822500.0,PTON,"Peloton Interactive, Inc. is a global fitness company. The Company operates an interactive fitness platform throughout the world, with a community of over six million members. It provides connected, technology-enabled fitness and the streaming of instructor-led boutique classes to its members anytime, anywhere. It has two segments: Connected Fitness Products and Subscription. The Connected Fitness Products segment includes the Company's portfolio of Connected Fitness Products and related accessories, as well as Precor branded fitness products, delivery and installation services, rental lease arrangements, extended warranty agreements, branded apparel, and commercial service contracts. Its Connected Fitness Products include Peloton Bike, Peloton Bike+, Peloton Tread, Peloton Tread+, Peloton Guide and Peloton Row. Its subscriptions provide access to Peloton content and its library of live and on-demand fitness classes. Its subscriptions are offered on a month-to-month or prepaid basis.","#### 📌 **PELOTON INTERACTIVE**
- Peloton Interactive, Inc
- is a global fitness company
- The Company operates an interactive fitness platform throughout the world, with a community of over six million members
- It provides connected, technology-enabled fitness and the streaming of instructor-led boutique classes to its members anytime, anywhere
- It has two segments: Connected Fitness Products and Subscription
- The Connected Fitness Products segment includes the Company's portfolio of Connected Fitness Products and related accessories, as well as Precor branded fitness products, delivery and installation services, rental lease arrangements, extended warranty agreements, branded apparel, and commercial service contracts
- Its Connected Fitness Products include Peloton Bike, Peloton Bike+, Peloton Tread, Peloton Tread+, Peloton Guide and Peloton Row
- Its subscriptions provide access to Peloton content and its library of live and on-demand fitness classes
- Its subscriptions are offered on a month-to-month or prepaid basis"
PILGRIM'S PRIDE,Food & Tobacco,11649736776.0,PPC,"Pilgrim's Pride Corporation is engaged in the production, processing, marketing and distribution of fresh, frozen and value-added chicken and pork products to retailers, distributors and foodservice operators. Its segments include United States (U.S.), Europe, and Mexico. Its fresh products consist of refrigerated whole or cut-up chicken, frozen whole chickens, breast fillets, mini breast fillets and prepackaged case-ready chicken. Its prepared products include portion-controlled breast fillets, tenderloins and strips, delicatessen products, salads, formed nuggets and patties and bone-in chicken parts. Its exported products consist of whole chickens and chicken parts sold either refrigerated for distributors in the U.S. or frozen for distribution to export markets. Its market overview consists of chain restaurants, food processors, broad-line distributors and certain other institutions. Its retail market consists of grocery store chains, wholesale clubs and other retail distributors.","#### 📌 **PILGRIM'S PRIDE**
- Pilgrim's Pride Corporation is engaged in the production, processing, marketing and distribution of fresh, frozen and value-added chicken and pork products to retailers, distributors and foodservice operators
- Its segments include United States (U.S.), Europe, and Mexico
- Its fresh products consist of refrigerated whole or cut-up chicken, frozen whole chickens, breast fillets, mini breast fillets and prepackaged case-ready chicken
- Its prepared products include portion-controlled breast fillets, tenderloins and strips, delicatessen products, salads, formed nuggets and patties and bone-in chicken parts
- Its exported products consist of whole chickens and chicken parts sold either refrigerated for distributors in the U.S
- or frozen for distribution to export markets
- Its market overview consists of chain restaurants, food processors, broad-line distributors and certain other institutions
- Its retail market consists of grocery store chains, wholesale clubs and other retail distributors"
RELIANCE,Metals & Mining,13861146499.0,RS,"Reliance, Inc. is a global-diversified metal solutions provider and the metals service center company in North America. The Company provides value-added metals processing services and distributes a full line of over 100,000 metal products, including alloy, aluminum, brass, copper, carbon steel, stainless steel, titanium and other specialty steel products. It focuses on small orders with quick turnaround and value-added processing services. The Company services more than 125,000 customers in a variety of industries, including consumer products, general manufacturing, non-residential construction (including infrastructure and renewable energy), transportation (rail, truck trailer and shipbuilding), aerospace (commercial, military, defense and space), energy (oil and natural gas), electronics and semiconductor fabrication, industrial machinery and heavy industry (agricultural, construction and mining equipment). It also services the auto industry, through its toll processing operations.","#### 📌 **RELIANCE**
- Reliance, Inc
- is a global-diversified metal solutions provider and the metals service center company in North America
- The Company provides value-added metals processing services and distributes a full line of over 100,000 metal products, including alloy, aluminum, brass, copper, carbon steel, stainless steel, titanium and other specialty steel products
- It focuses on small orders with quick turnaround and value-added processing services
- The Company services more than 125,000 customers in a variety of industries, including consumer products, general manufacturing, non-residential construction (including infrastructure and renewable energy), transportation (rail, truck trailer and shipbuilding), aerospace (commercial, military, defense and space), energy (oil and natural gas), electronics and semiconductor fabrication, industrial machinery and heavy industry (agricultural, construction and mining equipment)
- It also services the auto industry, through its toll processing operations"
REPUBLICRVICES,Metals & Mining,70994849166.0,RSG,"Resolute Mining Ltd is an Australia-based gold miner, developer, and explorer company. The Company owns two producing gold mines: the Syama Gold Mine in Mile (Syama) and the Mako Gold Mine in Senegal (Mako). The Syama is located in the southwest of Mali, approximately 30 kilometers (km) from the Cote dIvoire border and 300 km southeast of the capital Bamako. Syama Gold Mine is a large-scale operation, comprising the established Syama Underground Mine, the Tabakoroni Complex and the 3.5 Moz Syama North Resource along with several satellite oxide pits. The Mako Gold Mine, located in eastern Senegal, is an open pit mine with potential life extension through several near-mine exploration opportunities. Mako is owned and operated by the Company's Senegalese subsidiary, Petowal Mining Company S.A. The Company is also active in exploration with drilling campaigns underway across its African tenements with a focus on Mali, Senegal and Guinea.","#### 📌 **REPUBLICRVICES**
- Resolute Mining Ltd is an Australia-based gold miner, developer, and explorer company
- The Company owns two producing gold mines: the Syama Gold Mine in Mile (Syama) and the Mako Gold Mine in Senegal (Mako)
- The Syama is located in the southwest of Mali, approximately 30 kilometers (km) from the Cote dIvoire border and 300 km southeast of the capital Bamako
- Syama Gold Mine is a large-scale operation, comprising the established Syama Underground Mine, the Tabakoroni Complex and the 3.5 Moz Syama North Resource along with several satellite oxide pits
- The Mako Gold Mine, located in eastern Senegal, is an open pit mine with potential life extension through several near-mine exploration opportunities
- Mako is owned and operated by the Company's Senegalese subsidiary, Petowal Mining Company S.A
- The Company is also active in exploration with drilling campaigns underway across its African tenements with a focus on Mali, Senegal and Guinea"
RH,Specialty Retailers,2795409939.0,RH,"RH is a retailer and luxury lifestyle brand operating primarily in the home furnishings market. The Company offers merchandise assortments across a number of categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and baby, child and teen furnishings. Its operating segments include RH Segment, Waterworks and Real Estate. The RH Segment and Waterworks operating segments include all sales channels accessed by its customers, including sales through retail locations and outlets, including hospitality, websites, Sourcebooks, and the Trade and Contract channels. The Real Estate segment represents operations associated with certain of its equity method investments and consolidated variable interest entities that are non-wholly-owned subsidiaries and have operations that are not directly related to RH's operations. The Company offers collections online at RH.com, RHContemporary, RHModern.com, RHBabyandChild.com, RHTEEN.com and Waterworks.com.","#### 📌 **RH**
- RH is a retailer and luxury lifestyle brand operating primarily in the home furnishings market
- The Company offers merchandise assortments across a number of categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and baby, child and teen furnishings
- Its operating segments include RH Segment, Waterworks and Real Estate
- The RH Segment and Waterworks operating segments include all sales channels accessed by its customers, including sales through retail locations and outlets, including hospitality, websites, Sourcebooks, and the Trade and Contract channels
- The Real Estate segment represents operations associated with certain of its equity method investments and consolidated variable interest entities that are non-wholly-owned subsidiaries and have operations that are not directly related to RH's operations
- The Company offers collections online at RH.com, RHContemporary, RHModern.com, RHBabyandChild.com, RHTEEN.com and Waterworks.com"
RIGETTIMPUTING,Semiconductors & Semiconductor Equipment,2206592932.0,RGTI,"Rigetti Computing, Inc. is a full-stack quantum computing company. The Company operates quantum computers over the cloud and serves global enterprise, government, and research clients through its Rigetti Quantum Cloud Services platform. The Companys quantum-classical infrastructure provides high-performance integration with public and private clouds for practical quantum computing. It has developed a multi-chip quantum processor for scalable quantum computing systems. Through the Companys Quantum Computing as a Service (QCaaS) platform, its machines can be integrated into any public, private or hybrid cloud. It is also engaged in the sale of quantum processing units (QPUs) and custom computing components, and development contracts and other services. Its QPUs contain fabricated silicon-based chips featuring superconducting qubits. The Company designs and manufactures its chips in-house at Fab-1, an integrated quantum device manufacturing facility.","#### 📌 **RIGETTIMPUTING**
- Rigetti Computing, Inc
- is a full-stack quantum computing company
- The Company operates quantum computers over the cloud and serves global enterprise, government, and research clients through its Rigetti Quantum Cloud Services platform
- The Companys quantum-classical infrastructure provides high-performance integration with public and private clouds for practical quantum computing
- It has developed a multi-chip quantum processor for scalable quantum computing systems
- Through the Companys Quantum Computing as a Service (QCaaS) platform, its machines can be integrated into any public, private or hybrid cloud
- It is also engaged in the sale of quantum processing units (QPUs) and custom computing components, and development contracts and other services
- Its QPUs contain fabricated silicon-based chips featuring superconducting qubits
- The Company designs and manufactures its chips in-house at Fab-1, an integrated quantum device manufacturing facility"
ROLLINS,Professional & Commercial Services,24569079140.0,ROL,"Rollins, Inc. is a global consumer and commercial services company. The Company provides essential pest and wildlife control services and protection against termite damage, rodents, and insects to both residential and commercial customers through its subsidiaries and independent franchises located in over 70 countries, including in the United States, Canada, Australia, Europe, and Asia with international franchises in Canada, Central and South America, and others. It operates under one segment, including its three service offerings: Residential service includes pest control services protecting residential properties from common pests, including rodents, insects, and wildlife; Commercial services consist of workplace pest control solutions for customers across diverse end markets, such as healthcare, food service, and logistics, and Termite and Ancillary services offer termite protection services and ancillary services for both residential and commercial customers.","#### 📌 **ROLLINS**
- Rollins, Inc
- is a global consumer and commercial services company
- The Company provides essential pest and wildlife control services and protection against termite damage, rodents, and insects to both residential and commercial customers through its subsidiaries and independent franchises located in over 70 countries, including in the United States, Canada, Australia, Europe, and Asia with international franchises in Canada, Central and South America, and others
- It operates under one segment, including its three service offerings: Residential service includes pest control services protecting residential properties from common pests, including rodents, insects, and wildlife; Commercial services consist of workplace pest control solutions for customers across diverse end markets, such as healthcare, food service, and logistics, and Termite and Ancillary services offer termite protection services and ancillary services for both residential and commercial customers"
